Age,Credit Score,Home Maintenance,Image Filename,Insured,Monthly Income,Previous Insurance Claims
38,734.6264085007135,Occasionally,image_0050.jpg,0,4311.333408362253,1
50,863.1316404235769,Frequently,image_0051.jpg,0,6134.867294135315,0
44,778.1176456861415,Rarely,image_0052.jpg,0,5810.868231226083,1
39,511.99499294070404,Rarely,image_0053.jpg,0,4823.551930195162,0
38,623.5870250002935,Rarely,image_0054.jpg,1,2976.0149810993635,0
42,577.8169932197078,Rarely,image_0055.jpg,0,4473.325667148356,0
40,856.5803549624982,Occasionally,image_0056.jpg,1,6016.729612335362,1
42,707.9301830333789,Frequently,image_0057.jpg,0,5787.778340114863,1
41,730.5465561630353,Frequently,image_0058.jpg,0,5000.899302513412,1
46,705.825295654293,Rarely,image_0059.jpg,0,4861.221991049926,2
52,703.9973293123243,Occasionally,image_0060.jpg,0,3622.740237314771,0
40,814.0118946228471,Occasionally,image_0061.jpg,1,5713.266668342735,0
52,572.862376692366,Occasionally,image_0062.jpg,1,3504.1986746631355,0
55,683.2534770812621,Rarely,image_0063.jpg,0,6562.3769354463275,0
42,808.907053797957,Rarely,image_0064.jpg,1,5989.308628398671,2
46,783.2629513373365,Frequently,image_0065.jpg,1,5298.648407384757,2
45,521.9717369386049,Occasionally,image_0066.jpg,0,5076.895801518637,2
42,561.4389921095487,Occasionally,image_0067.jpg,0,3506.521127206628,0
46,670.2487811722606,Occasionally,image_0068.jpg,0,6188.932988785745,0
38,712.0035096774785,Occasionally,image_0069.jpg,0,5979.4173366982,0
52,763.6855109958973,Never,image_0070.jpg,1,5831.760411187156,1
34,801.0046278983145,Frequently,image_0071.jpg,0,4849.662014112404,0
50,790.2482448766655,Rarely,image_0072.jpg,0,5103.28147496322,3
40,632.1114716892912,Rarely,image_0073.jpg,0,5064.04527856964,0
48,691.3560488168089,Occasionally,image_0074.jpg,0,4701.232409833842,0
42,621.8603106709696,Rarely,image_0075.jpg,0,4924.1542722250015,0
47,756.6540723544528,Rarely,image_0076.jpg,1,6766.304036258898,3
48,591.7029664806207,Rarely,image_0077.jpg,0,3785.302964832825,0
39,706.9666542045435,Occasionally,image_0078.jpg,0,3712.2409312213363,0
44,650.5006335925774,Rarely,image_0079.jpg,1,3757.797704030587,1
41,784.8117967113573,Frequently,image_0080.jpg,0,6136.264217430841,0
42,791.1191666905439,Occasionally,image_0081.jpg,0,4218.333592400444,0
48,755.4150318018043,Occasionally,image_0082.jpg,1,6130.468352614509,2
44,763.8780422747948,Frequently,image_0083.jpg,1,5496.819462970734,2
51,639.7298649575558,Rarely,image_0084.jpg,0,5117.608443989218,2
44,566.6955780337158,Rarely,image_0085.jpg,0,4609.078850698747,0
44,730.0630652679312,Frequently,image_0086.jpg,0,4666.964190855119,0
52,704.8546488490712,Frequently,image_0087.jpg,1,5095.449285513239,1
48,616.0741215936531,Occasionally,image_0088.jpg,0,3647.099840643114,1
41,748.4841363753048,Frequently,image_0089.jpg,0,4957.472765562384,1
46,757.4365525856882,Rarely,image_0090.jpg,0,5193.938036763193,1
38,522.7172028337636,Occasionally,image_0091.jpg,1,3635.1405818306957,0
42,762.7853104210278,Occasionally,image_0092.jpg,0,5015.244669722328,3
39,791.4913182914547,Occasionally,image_0093.jpg,0,5165.7526227325925,1
42,731.8300554092784,Frequently,image_0094.jpg,0,4540.155060760888,0
40,708.4466301688948,Occasionally,image_0095.jpg,0,4861.8129009600625,1
52,622.8367594145104,Rarely,image_0096.jpg,0,4957.038035074511,0
34,537.73220722871,Never,image_0097.jpg,0,4408.722703269266,0
36,751.7906331609591,Frequently,image_0098.jpg,0,6127.4092556019405,0
45,715.7118751240079,Occasionally,image_0099.jpg,1,5875.020164890808,2
44,781.7588978767749,Rarely,image_0100.jpg,1,5460.701821901927,1
46,553.2962907316729,Rarely,image_0101.jpg,0,4721.59476220011,2
53,719.2264038102758,Never,image_0102.jpg,0,2309.319365409385,0
38,726.4733860481861,Occasionally,image_0103.jpg,1,5241.186045246089,2
43,807.3693042444237,Rarely,image_0104.jpg,1,3382.3103135558545,2
42,513.2952390938353,Occasionally,image_0105.jpg,1,3153.8371944781957,2
56,658.4150284150242,Never,image_0106.jpg,1,4645.3144933782,0
49,806.1931325680271,Rarely,image_0107.jpg,1,5040.851669853774,3
42,542.7450366857165,Never,image_0108.jpg,0,3817.676362218501,1
41,827.8013718497078,Rarely,image_0109.jpg,1,4643.022170803559,2
38,506.09455685521647,Rarely,image_0110.jpg,0,4137.674300905464,1
50,626.8276685805422,Rarely,image_0111.jpg,0,5043.40415986077,0
39,664.5899315053049,Never,image_0112.jpg,1,4941.159060293017,0
45,634.3499260325004,Rarely,image_0113.jpg,1,4693.41973214769,0
39,799.3528591010353,Occasionally,image_0114.jpg,1,6234.079416207704,2
42,671.2608449549595,Rarely,image_0115.jpg,0,5714.825855142975,2
47,557.541171653375,Occasionally,image_0116.jpg,0,3918.9367817455277,0
49,489.104285968844,Never,image_0117.jpg,1,4453.201964044175,0
51,747.8775826948486,Frequently,image_0118.jpg,0,5846.254833012258,0
47,479.6229381578885,Rarely,image_0119.jpg,0,3783.498602767794,0
46,751.7229532711812,Frequently,image_0120.jpg,1,5758.048396798043,1
48,706.2998367230472,Occasionally,image_0121.jpg,0,4942.712252646205,2
55,505.95933495595216,Rarely,image_0122.jpg,0,4034.6975653466798,0
44,576.2039025873814,Never,image_0123.jpg,0,5322.148371745556,0
49,730.7323662958279,Occasionally,image_0124.jpg,1,5757.170469842386,1
37,783.3085934870766,Occasionally,image_0125.jpg,1,6638.932464193913,2
39,504.449049170576,Never,image_0126.jpg,1,4275.94707401809,0
41,526.146897620888,Occasionally,image_0127.jpg,0,3973.8971984725144,0
45,650.9487811751757,Occasionally,image_0128.jpg,0,5127.127676611912,2
46,696.3638014371575,Frequently,image_0129.jpg,1,4239.420589601428,2
40,511.4979898715681,Occasionally,image_0130.jpg,0,3915.7835075365597,0
58,828.8977812527908,Occasionally,image_0131.jpg,1,5347.513171392624,1
47,770.081066134598,Rarely,image_0132.jpg,1,5545.809691472276,2
43,523.6974096063292,Rarely,image_0133.jpg,0,4296.247302180487,0
41,662.5374430893932,Occasionally,image_0134.jpg,0,4317.574633060034,1
39,561.341564003729,Rarely,image_0135.jpg,0,2609.662043227364,1
47,437.47381405511055,Never,image_0136.jpg,0,2575.831864147258,2
44,527.0049116734186,Rarely,image_0137.jpg,0,4058.101910543522,0
47,742.9432388351738,Rarely,image_0138.jpg,0,4816.783684118101,0
57,647.4981668079809,Occasionally,image_0139.jpg,1,4101.546022468971,1
41,774.8350627600574,Rarely,image_0140.jpg,0,5424.394766184735,1
45,758.4260102660805,Occasionally,image_0141.jpg,1,5877.055336386334,2
45,728.7234964635949,Frequently,image_0142.jpg,1,6100.896952624385,1
46,675.0351497985819,Rarely,image_0143.jpg,0,4649.587082107213,0
43,644.7802300481613,Rarely,image_0144.jpg,0,5369.445494023604,0
47,666.2826221698813,Rarely,image_0145.jpg,0,3991.8084817462204,0
46,735.1914919167181,Occasionally,image_0146.jpg,1,4406.829383170827,2
41,766.9768540606135,Occasionally,image_0147.jpg,0,6181.890507840286,2
47,677.0133753411326,Rarely,image_0148.jpg,1,5251.682812035948,0
41,781.2118829009341,Rarely,image_0149.jpg,1,3663.175723310004,0
45,716.1626583384416,Rarely,image_0150.jpg,0,3762.9357738810522,0
44,645.7332529697322,Frequently,image_0151.jpg,1,6108.096647244353,0
49,801.2690994319424,Frequently,image_0152.jpg,0,5943.905844076548,2
39,818.1053193830695,Occasionally,image_0153.jpg,1,5802.305825824985,3
34,726.7665048210735,Frequently,image_0154.jpg,1,4384.560181598637,0
44,692.0898697797953,Occasionally,image_0155.jpg,1,5324.8621812703905,1
48,623.3999418974228,Occasionally,image_0156.jpg,0,4740.9396213481095,1
48,832.3355523403796,Frequently,image_0157.jpg,1,6055.763976373637,0
52,706.0836939821628,Occasionally,image_0158.jpg,0,5201.307694903979,0
43,731.2309271949758,Frequently,image_0159.jpg,0,5825.232235001585,2
41,880.4697122835933,Never,image_0160.jpg,1,2364.354997649908,0
49,618.3553522336454,Occasionally,image_0161.jpg,0,3794.6763706381616,0
51,765.4888833633111,Occasionally,image_0162.jpg,0,5198.639610902216,2
40,747.8187733752667,Never,image_0163.jpg,1,6076.451881430439,0
47,700.7590340340794,Occasionally,image_0164.jpg,0,3882.4184143622897,0
40,597.6959344240095,Rarely,image_0165.jpg,0,3487.4171098986844,0
43,607.9144185021688,Rarely,image_0166.jpg,1,4810.721544772032,2
44,698.3236927179225,Rarely,image_0167.jpg,0,3169.83614237242,0
46,703.5548219293532,Occasionally,image_0168.jpg,1,6436.744622876332,0
41,833.8811613523638,Occasionally,image_0169.jpg,1,5215.458122201564,0
46,748.5059347265922,Frequently,image_0170.jpg,1,5599.909831920809,1
48,609.8866876487343,Never,image_0171.jpg,0,4199.145684768214,0
47,540.2941487223629,Occasionally,image_0172.jpg,0,4417.731096310734,1
38,614.2628340234887,Occasionally,image_0173.jpg,0,4022.3395541435807,1
38,803.2542798257713,Frequently,image_0174.jpg,1,3872.5287713812913,1
53,798.5026193562798,Frequently,image_0175.jpg,1,5129.273332401196,0
44,739.7343806081993,Never,image_0176.jpg,0,5380.522617069774,1
54,591.2385251225891,Occasionally,image_0177.jpg,1,3571.973532246744,2
47,762.8527113360564,Frequently,image_0178.jpg,1,7451.218549741853,0
47,461.4054492566409,Occasionally,image_0179.jpg,0,4219.580641262248,0
48,497.69558423578246,Occasionally,image_0180.jpg,0,3044.8780478403596,0
34,705.4546797791254,Frequently,image_0181.jpg,1,3632.262041347433,3
44,657.7926405390615,Never,image_0182.jpg,0,4846.779817695171,0
39,765.0224141962999,Occasionally,image_0183.jpg,1,5073.054960107451,2
38,706.0935951548446,Occasionally,image_0184.jpg,1,5226.575700062813,2
50,558.8328815154846,Rarely,image_0185.jpg,0,2715.6362407687375,0
40,813.4875147107009,Occasionally,image_0186.jpg,0,5014.943531809794,1
42,791.7682879093893,Never,image_0187.jpg,0,4654.581293167692,2
49,755.2955986949157,Rarely,image_0188.jpg,1,5488.973270410615,0
35,604.4690507914819,Never,image_0189.jpg,1,3477.8368758917222,0
51,759.4977612292935,Frequently,image_0190.jpg,1,6673.905608428394,0
41,636.2852063213702,Never,image_0191.jpg,1,3679.9003322250055,0
54,471.7686587788834,Occasionally,image_0192.jpg,0,3542.1701019245584,0
49,760.8762540824764,Rarely,image_0193.jpg,1,5568.199981034278,0
47,746.9194975951801,Never,image_0194.jpg,0,3595.2776476861086,0
45,777.5356591560479,Frequently,image_0195.jpg,0,5630.08427604003,2
42,760.422393351216,Occasionally,image_0196.jpg,0,4656.109256141128,3
40,485.55519771559926,Rarely,image_0197.jpg,0,3914.474807927406,0
50,524.3994066841568,Occasionally,image_0198.jpg,1,3679.729825381818,2
45,809.4864794542312,Rarely,image_0199.jpg,1,6594.920629519931,3
41,693.0034187526413,Frequently,image_0200.jpg,1,6594.72641484694,0
40,605.428179344764,Never,image_0201.jpg,1,2870.73945189995,0
40,771.796218354285,Rarely,image_0202.jpg,1,6347.142451293921,0
52,724.944190830208,Occasionally,image_0203.jpg,1,5246.150133691202,0
47,573.9095788301806,Frequently,image_0204.jpg,1,5420.422077776378,0
48,750.9556528135037,Occasionally,image_0205.jpg,0,5966.149569345294,0
43,611.7899495423894,Occasionally,image_0206.jpg,0,3690.279155320141,1
54,763.1655999093855,Frequently,image_0207.jpg,1,5813.181376616923,1
42,699.5870119450594,Rarely,image_0208.jpg,0,5376.935303007411,0
40,502.98718015555335,Rarely,image_0209.jpg,0,4667.933877941403,0
34,647.7296413105423,Rarely,image_0210.jpg,0,2752.957784465666,0
51,684.7862685347044,Never,image_0211.jpg,0,3711.606129063463,2
51,688.0226438780854,Frequently,image_0212.jpg,1,5190.897407650242,1
45,824.0115162352029,Frequently,image_0213.jpg,1,5202.225192282566,2
44,828.4551688996977,Occasionally,image_0214.jpg,1,6503.019214398475,2
51,599.2249393445297,Occasionally,image_0215.jpg,1,5082.353638216559,2
46,565.229798238832,Rarely,image_0216.jpg,0,3607.366379502715,0
48,795.7860972082987,Rarely,image_0217.jpg,1,6575.0571436385,1
45,656.633948012532,Never,image_0218.jpg,1,5012.639267493076,0
42,524.9111138021948,Rarely,image_0219.jpg,0,5122.702925358872,0
46,709.9244283460807,Occasionally,image_0220.jpg,0,4778.1683143377395,2
59,693.7247208376182,Rarely,image_0221.jpg,1,2041.7288932806273,0
44,636.3254564858983,Never,image_0222.jpg,0,3464.752412827426,0
40,849.5466285184468,Occasionally,image_0223.jpg,1,5740.122993221581,0
48,558.4154537478588,Never,image_0224.jpg,1,3753.168822968769,0
40,742.2430218116228,Occasionally,image_0225.jpg,0,4136.089601323437,1
54,869.4156257435202,Occasionally,image_0226.jpg,0,5278.399053596911,2
47,518.2253534850656,Occasionally,image_0227.jpg,1,4916.373589247472,0
47,746.5209791791691,Never,image_0228.jpg,0,6524.861113672945,1
45,583.9734498717589,Rarely,image_0229.jpg,0,4303.107030242269,0
47,733.2507061819322,Occasionally,image_0230.jpg,1,5941.809460650425,0
54,658.1329201695281,Occasionally,image_0231.jpg,0,4751.623177730735,0
48,783.4410487472995,Rarely,image_0232.jpg,1,5635.817119867417,0
35,697.0140650336856,Occasionally,image_0233.jpg,0,4759.158578245677,1
43,602.8826298476162,Occasionally,image_0234.jpg,0,3172.184177557147,1
43,808.6494388614069,Occasionally,image_0235.jpg,0,6356.528022630152,0
47,673.456503360009,Frequently,image_0236.jpg,1,6233.338969477747,3
54,709.4174136834413,Frequently,image_0237.jpg,1,5273.168097540064,0
47,714.5502519892468,Rarely,image_0238.jpg,1,6654.626825958894,1
44,602.2318651753297,Rarely,image_0239.jpg,1,4172.329122184099,0
44,628.8779056752822,Never,image_0240.jpg,1,4363.939782452826,0
49,768.4618409630655,Occasionally,image_0241.jpg,1,6450.004416410125,0
43,605.1467232652899,Rarely,image_0242.jpg,1,4361.094425156373,0
49,793.531203042634,Occasionally,image_0243.jpg,1,4888.547015817741,0
42,651.7313325386465,Rarely,image_0244.jpg,1,4126.62882351886,0
44,738.5006474249254,Occasionally,image_0245.jpg,1,5210.046543127526,0
42,740.7155524132484,Occasionally,image_0246.jpg,1,4122.381135348304,3
50,755.189516008616,Occasionally,image_0247.jpg,1,5588.165503387299,2
46,717.6141378387613,Occasionally,image_0248.jpg,0,4443.731277895061,1
57,670.9852567970513,Rarely,image_0249.jpg,1,4167.477068716344,1
44,735.6390004108257,Occasionally,image_0250.jpg,0,4606.088749541048,0
46,754.9371234291635,Rarely,image_0251.jpg,1,5740.304749566309,2
42,602.5295396243415,Occasionally,image_0252.jpg,0,2818.1206329160987,0
47,743.3963447228648,Rarely,image_0253.jpg,1,6683.569146775812,0
51,818.2819912536376,Occasionally,image_0254.jpg,1,5697.762719701306,1
43,506.62711905379007,Never,image_0255.jpg,1,4547.726032802438,0
43,683.1338589714688,Occasionally,image_0256.jpg,1,5749.1536677032,3
44,543.3040508617382,Occasionally,image_0257.jpg,0,4563.894465437656,0
50,710.879862045208,Occasionally,image_0258.jpg,0,4911.870151946427,1
49,757.5542640592906,Never,image_0259.jpg,1,6026.106952806153,2
41,499.9414169279168,Occasionally,image_0260.jpg,0,4202.548348112474,1
50,774.5428615898282,Frequently,image_0261.jpg,1,5681.973814304559,1
49,761.6509841351851,Rarely,image_0262.jpg,1,5270.235056173385,2
46,483.53453718795265,Never,image_0263.jpg,0,4614.892350133569,0
52,512.792744313466,Rarely,image_0264.jpg,0,5141.720198370752,0
47,504.4679353355039,Occasionally,image_0265.jpg,0,5198.467489364564,1
49,790.7059571016993,Frequently,image_0266.jpg,0,6127.919775798895,1
40,647.5362985188835,Rarely,image_0267.jpg,0,5413.165797230049,2
41,560.3510721418183,Rarely,image_0268.jpg,1,4897.461993589985,0
41,773.3665411346271,Occasionally,image_0269.jpg,1,5882.375982079388,1
42,754.7857103546355,Occasionally,image_0270.jpg,1,5320.545228087566,3
45,510.041882403726,Rarely,image_0271.jpg,0,4270.260732745591,2
42,597.6318815112458,Rarely,image_0272.jpg,1,4568.238862896827,0
47,755.3782417184898,Frequently,image_0273.jpg,0,4764.784167144847,0
51,733.4684717942195,Occasionally,image_0274.jpg,1,4710.633851428606,1
45,511.6315515987123,Rarely,image_0275.jpg,0,5149.73588424329,0
41,659.8164323449435,Occasionally,image_0276.jpg,1,5559.439170219772,0
43,576.8594324885097,Occasionally,image_0277.jpg,0,3228.9915212995866,0
53,796.0335804452909,Rarely,image_0278.jpg,1,4862.607821353505,1
46,742.6143412824986,Rarely,image_0279.jpg,1,7533.685078935904,2
48,783.1781830761838,Never,image_0280.jpg,1,6089.420327122534,0
48,689.7999837487545,Never,image_0281.jpg,1,3983.6586062023907,0
46,849.574533081098,Rarely,image_0282.jpg,1,4767.35055665958,0
48,721.8440425732819,Occasionally,image_0283.jpg,0,5022.991292364038,0
51,596.2013468305238,Occasionally,image_0284.jpg,1,5524.630587490135,2
48,735.927654068831,Rarely,image_0285.jpg,1,4790.158906371042,0
53,797.8552876927934,Frequently,image_0286.jpg,1,6053.463033049388,0
44,420.6232079781885,Occasionally,image_0287.jpg,0,3086.3082104651094,0
47,678.5459018306714,Rarely,image_0288.jpg,1,3017.207458895274,0
42,581.4828933984837,Never,image_0289.jpg,1,3701.3809136037166,0
46,809.0626872381902,Frequently,image_0290.jpg,1,3943.7986424309997,3
47,777.2357750304759,Rarely,image_0291.jpg,0,4870.6960227566,2
40,680.0232856416238,Rarely,image_0292.jpg,0,4411.806416144067,0
44,706.4989341251644,Occasionally,image_0293.jpg,1,4848.841102519949,0
38,701.9260125190162,Never,image_0294.jpg,0,3478.650465047038,0
41,747.8135281694845,Never,image_0295.jpg,1,3738.156774980496,0
41,656.4983384407067,Rarely,image_0296.jpg,0,3147.169309691685,0
43,638.1301362994758,Occasionally,image_0297.jpg,0,4821.460476469645,0
46,725.5558956268392,Occasionally,image_0298.jpg,0,4065.500172531259,2
42,597.0260612012132,Rarely,image_0299.jpg,1,4021.282497002851,2
33,747.46774173056,Frequently,image_0300.jpg,1,5429.159958765591,0
48,662.8950753025621,Rarely,image_0301.jpg,1,3773.752003965963,0
44,769.334290501909,Never,image_0302.jpg,0,4175.391133992271,2
48,570.8716632889215,Occasionally,image_0303.jpg,1,4576.674881704548,0
45,772.1698589803647,Rarely,image_0304.jpg,0,6081.882065815088,0
41,735.3338222296809,Frequently,image_0305.jpg,0,4434.5848076896855,2
54,702.0685046935762,Occasionally,image_0306.jpg,1,4134.053671640893,3
48,596.7690688175712,Never,image_0307.jpg,1,3148.4275687203026,0
50,413.981398084176,Never,image_0308.jpg,1,5130.448674803234,0
42,707.0833866989253,Frequently,image_0309.jpg,1,4682.152275161652,2
42,653.8657820424631,Rarely,image_0310.jpg,1,3302.648307544953,1
35,772.8143540827806,Never,image_0311.jpg,1,6094.506612339868,2
42,535.7729413021866,Rarely,image_0312.jpg,0,4872.414139794135,0
42,737.5411385051857,Rarely,image_0313.jpg,0,5221.121826772137,3
45,710.4807890398843,Occasionally,image_0314.jpg,0,5202.910296534487,1
43,703.7028066374137,Never,image_0315.jpg,1,5858.137592669595,1
39,805.3920430294194,Occasionally,image_0316.jpg,1,6508.055516936141,0
45,730.0599539942644,Rarely,image_0317.jpg,0,4193.392646826061,0
39,527.1685829670806,Occasionally,image_0318.jpg,0,4322.349497936424,0
39,748.2139636340742,Occasionally,image_0319.jpg,1,6215.675893569205,2
47,616.4970581457693,Occasionally,image_0320.jpg,1,4941.58349083879,0
49,630.5730145088646,Never,image_0321.jpg,0,3948.0698138039834,2
48,739.240828174591,Rarely,image_0322.jpg,1,4887.276791243162,0
51,435.27653794016817,Occasionally,image_0323.jpg,1,4590.111360047905,0
34,758.549887420577,Frequently,image_0324.jpg,0,5988.3882412085695,1
41,767.8393571536104,Occasionally,image_0325.jpg,1,4696.7673111838185,1
47,729.5165466838455,Occasionally,image_0326.jpg,1,5050.324951881451,2
45,512.7781068577998,Rarely,image_0327.jpg,0,5100.472608521925,0
37,594.503394663635,Rarely,image_0328.jpg,0,3426.9216486912796,0
45,479.14489993177267,Occasionally,image_0329.jpg,0,2429.46167209494,0
48,747.2215888637481,Occasionally,image_0330.jpg,1,3745.2199156920046,1
49,791.592358731069,Occasionally,image_0331.jpg,1,3464.7395850127514,2
39,503.24124116082817,Rarely,image_0332.jpg,0,3518.1709162652714,0
42,865.5141397273169,Occasionally,image_0333.jpg,1,5316.754622286649,2
51,734.6092564660876,Occasionally,image_0334.jpg,1,5281.693357792298,1
49,536.1242219598681,Never,image_0335.jpg,0,5065.625449304987,0
46,781.7195989555046,Frequently,image_0336.jpg,1,6178.796855120048,2
48,529.3230643933944,Rarely,image_0337.jpg,0,4852.08229498563,0
59,733.1960518326615,Occasionally,image_0338.jpg,1,4162.272389084404,0
50,550.1598947285581,Rarely,image_0339.jpg,0,3881.582794772244,0
40,449.5328959215651,Rarely,image_0340.jpg,1,3601.1215714606606,0
45,823.8296582246629,Never,image_0341.jpg,1,5297.422978706725,1
35,789.7741645674542,Frequently,image_0342.jpg,1,6286.836633926051,0
46,646.2225752646526,Never,image_0343.jpg,1,6162.6130854312,0
46,738.0575544526455,Rarely,image_0344.jpg,1,4772.504261891023,0
43,741.9610688913422,Occasionally,image_0345.jpg,0,5085.9732088694445,0
40,793.3341655867737,Frequently,image_0346.jpg,1,4542.33145475976,0
43,886.2878367684539,Occasionally,image_0347.jpg,1,5480.7814981076235,1
46,516.3489706235746,Rarely,image_0348.jpg,1,4387.610504618217,0
47,796.4215652634856,Rarely,image_0349.jpg,1,5362.3807623882085,0
42,577.2650098522264,Rarely,image_0350.jpg,1,4044.7296599892293,0
48,740.0679684349049,Occasionally,image_0351.jpg,0,5116.71432304247,2
48,530.3032509351506,Never,image_0352.jpg,0,2766.9690712784336,0
43,522.989629762135,Rarely,image_0353.jpg,0,5092.2925157129275,0
45,808.9881690899283,Rarely,image_0354.jpg,0,6721.610608980794,2
40,727.23965927803,Occasionally,image_0355.jpg,0,3778.8389970721305,2
36,492.8154039471726,Rarely,image_0356.jpg,1,3617.768476749138,0
48,580.246493106075,Occasionally,image_0357.jpg,0,5132.700119411687,1
39,615.2617544474026,Occasionally,image_0358.jpg,1,4433.514256380725,1
46,787.9805445519977,Frequently,image_0359.jpg,1,5323.994040715299,0
45,738.4441171795197,Never,image_0360.jpg,0,4862.782953837166,1
45,629.7045534854184,Occasionally,image_0361.jpg,0,4986.673744360637,0
44,537.1959406806984,Rarely,image_0362.jpg,0,4691.95907040931,0
46,568.3620945859885,Occasionally,image_0363.jpg,0,2736.6546590631397,0
48,642.4519029000401,Never,image_0364.jpg,1,4045.803690001182,2
37,702.7140512766874,Occasionally,image_0365.jpg,1,5148.275315893214,0
52,758.2228911298527,Occasionally,image_0366.jpg,0,5380.007639376186,3
39,603.9178618558418,Rarely,image_0367.jpg,0,2871.7883774608026,0
52,566.3355200766173,Rarely,image_0368.jpg,1,2796.7752078809244,0
40,763.800036119837,Rarely,image_0369.jpg,1,5691.133493679702,0
46,815.0694957912432,Rarely,image_0370.jpg,1,4890.20177779156,0
43,571.7078973488125,Occasionally,image_0371.jpg,0,3935.5677403000236,0
39,560.023452121117,Rarely,image_0372.jpg,0,2709.328478600429,0
42,598.8402214193582,Rarely,image_0373.jpg,1,3007.272747592154,1
52,736.2355150228343,Rarely,image_0374.jpg,0,6150.338480711956,1
48,594.8073851831749,Occasionally,image_0375.jpg,0,3528.304589951611,2
46,764.539249606202,Frequently,image_0376.jpg,0,4929.920734470566,0
47,416.9802033501854,Rarely,image_0377.jpg,1,3845.6329179466384,0
48,736.8363527362259,Frequently,image_0378.jpg,0,6396.6069071512775,0
34,818.0365076706836,Occasionally,image_0379.jpg,1,4945.282770452527,0
51,717.9169074442949,Rarely,image_0380.jpg,1,6007.261328831388,1
47,780.1054379001466,Rarely,image_0381.jpg,0,5870.920752443649,0
43,814.4345734578508,Occasionally,image_0382.jpg,1,6239.966315604607,2
45,827.3420845822029,Occasionally,image_0383.jpg,0,5606.590629269155,1
